edad,codigopostal,tipovivienda,dependientes,estadocivil,genero,claveactividad,nivelacademico,telefono,ingreso,egreso,tipoprestamo,tasanormal,tasamoratoria,monto,avales,creditostrabajados,bien,montogarantia,finalidad,remesas,plazo,estatuscuenta
44,70330,3,2,2,1,9999999,4,1,9,3,1,48,48,20000,1,3,1,0,2,1,5,2
31,70330,4,2,2,1,9999999,6,1,1,0,2,42,42,6000,0,12,1,0,2,1,5,2
47,70330,2,2,2,1,9999999,4,1,1,1,2,42,42,7000,0,14,1,0,2,1,11,2
44,70330,2,7,2,1,9999999,2,1,2,4,9,20,20,200000,2,0,1,1,1,1,6,3
42,70330,2,6,2,1,6999900,6,1,2,1,2,42,42,10000,0,17,1,0,2,1,11,2
52,70330,2,1,2,1,6999900,4,1,5,4,2,42,42,12000,0,18,1,0,2,1,5,2
55,70350,2,2,4,1,6999900,4,1,4,4,2,42,42,20000,0,3,1,0,2,1,6,2
30,70330,4,0,5,1,9311044,5,1,1,0,1,48,48,15000,0,6,1,0,2,1,6,2
53,70330,2,2,2,2,4111936,4,1,0,0,1,48,48,10000,0,6,1,0,2,1,11,2
55,70330,2,0,2,1,6999900,6,1,9,6,2,42,42,60000,1,24,1,1,2,1,5,2
44,70340,2,2,4,1,232017,7,1,9,0,5,36,36,51000,2,1,1,1,2,1,2,2
49,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,8000,0,2,1,0,2,1,5,2
56,70230,2,0,2,2,100008,6,1,4,2,4,24,24,5000,0,24,1,0,2,1,5,2
39,70330,2,4,2,1,9999999,4,1,2,2,1,48,48,10000,0,1,1,0,2,1,10,2
42,70330,2,0,2,1,2411015,4,1,0,1,2,42,42,20000,0,13,1,0,2,1,5,2
35,70330,4,4,2,1,6999900,7,1,0,3,1,48,48,10000,0,4,1,0,2,1,5,2
55,70330,2,0,5,1,2319011,4,1,2,2,2,42,42,5000,0,21,1,0,2,1,5,2
24,70330,4,0,5,2,9999999,7,1,1,0,1,48,48,20000,1,1,1,0,2,1,11,2
59,70330,2,0,2,1,9999999,4,1,0,4,2,42,42,15000,0,13,1,0,2,1,5,2
47,70330,2,1,2,1,2319011,4,1,1,1,1,48,48,24000,1,5,1,0,2,1,6,2
54,70330,2,0,2,1,2000008,4,1,0,0,2,42,42,13000,0,20,1,0,2,1,11,2
40,70340,2,6,2,2,7129902,6,1,0,2,8,21,21,60000,1,2,1,1,1,1,9,2
25,70330,4,3,2,2,9311044,5,1,0,0,4,24,24,2000,0,4,1,0,2,1,5,2
28,70330,4,4,2,1,2411015,5,1,0,1,1,48,48,15000,0,2,1,0,2,1,6,2
29,70330,2,2,2,2,9999999,4,1,0,1,1,48,48,10000,0,6,1,0,2,1,5,2
33,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,3000,0,3,1,0,2,1,5,2
43,70341,2,2,2,1,9999999,4,1,2,0,1,48,48,15000,0,3,1,0,2,1,11,2
58,70330,2,0,4,1,6999900,4,1,1,3,2,42,42,10000,0,13,1,0,2,1,5,2
34,70330,2,6,2,1,6999900,6,1,1,2,1,48,48,30000,1,6,1,0,2,1,5,2
24,70330,4,0,5,2,9999999,7,1,1,0,1,48,48,7000,0,3,1,0,2,1,4,2
60,70340,2,3,2,2,219908,6,1,9,0,1,48,48,36000,1,4,1,0,2,1,3,2
49,70330,2,0,5,1,6999900,4,1,0,0,1,48,48,7000,0,14,1,0,2,1,5,2
32,70341,4,0,5,1,6999900,7,1,0,0,1,48,48,10000,0,3,1,0,2,1,5,2
35,70330,2,2,4,1,9999999,6,1,0,0,1,48,48,20000,1,1,1,0,2,1,6,2
27,70330,2,6,2,1,9999999,4,1,0,0,1,48,48,3000,0,4,1,0,2,1,9,2
42,70330,2,0,2,1,9999999,4,1,9,0,1,48,48,15000,0,13,1,0,2,1,5,2
44,70330,2,2,2,1,2319011,4,1,0,1,2,42,42,5000,0,18,1,0,2,1,5,2
59,70330,2,2,2,1,6999900,4,1,0,0,2,42,42,10000,0,10,1,0,2,1,6,2
54,70330,2,0,2,1,6999900,4,1,1,0,1,48,48,15000,0,6,1,0,2,1,6,2
49,70330,2,4,2,1,6999900,4,1,2,2,1,48,48,10000,1,4,1,0,2,1,6,2
38,70330,2,4,2,1,2319011,6,1,0,0,1,48,48,10000,0,8,1,0,2,1,11,2
38,70330,2,4,2,1,2411015,7,1,0,3,1,48,48,6000,0,12,1,0,2,1,6,2
58,70330,2,0,2,1,6999900,4,1,0,0,1,48,48,5000,0,3,1,0,2,1,5,2
55,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,7000,0,17,1,0,2,1,11,2
49,70330,4,0,5,1,2319011,4,1,0,0,2,42,42,5000,0,8,1,0,2,1,4,2
59,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,7000,0,27,1,0,2,1,5,2
39,70330,4,2,5,1,2411015,6,1,0,1,1,48,48,15000,0,9,1,0,2,1,11,2
38,70330,2,2,2,1,6131023,4,1,5,4,1,48,48,20000,0,14,1,0,2,1,6,2
26,70330,4,0,5,2,9999999,7,1,1,0,1,48,48,10000,0,2,1,0,2,1,11,2
50,70330,2,2,2,2,149907,6,1,0,2,1,48,48,24000,0,2,1,0,2,1,6,2
40,70330,2,2,2,1,2411015,6,1,0,1,1,48,48,15000,0,15,1,0,2,1,6,2
41,70330,2,4,2,1,2411015,4,1,1,1,1,48,48,7000,0,4,1,0,2,1,8,2
44,70330,2,3,2,2,9999999,7,1,0,0,1,48,48,13000,0,3,1,0,2,1,11,2
46,70330,2,2,2,1,2319011,4,1,0,0,2,42,42,15000,0,19,1,0,2,1,9,2
39,70330,4,6,2,1,6999900,6,1,0,1,1,48,48,12000,0,9,1,0,2,1,9,2
59,70350,2,0,5,1,6999900,4,1,0,2,1,48,48,24000,1,6,1,0,2,1,7,2
44,70330,2,2,4,1,9411998,2,1,0,1,8,21,21,150000,1,1,1,1,1,1,9,2
47,70330,2,0,5,1,9999999,4,1,2,0,2,42,42,6000,0,22,1,0,2,1,7,2
51,70330,2,0,2,1,2319011,4,1,0,0,2,42,42,15000,0,23,1,0,2,1,5,2
46,70330,2,3,2,2,9999999,6,1,0,1,1,48,48,15000,0,10,1,0,2,1,5,2
59,70330,2,0,3,1,6132055,4,1,0,1,1,48,48,5000,0,8,1,0,2,1,5,2
53,70334,2,0,2,1,9999999,4,1,2,2,1,48,48,5000,1,12,1,0,2,1,9,2
42,70330,2,6,2,1,6999900,6,1,2,1,3,18,18,5000,0,17,5,1,2,1,2,2
40,70330,2,6,2,1,6131023,7,1,0,3,2,42,42,25000,0,17,1,0,2,1,5,2
24,70330,4,2,2,1,9999999,7,1,2,1,1,48,48,10000,1,2,1,0,2,1,11,2
25,70330,4,3,2,2,9311044,5,1,0,0,4,24,24,8000,0,4,1,0,2,1,11,2
31,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,20000,0,6,1,0,2,1,5,2
58,70330,2,0,2,2,9999999,7,1,0,3,9,20,20,297000,1,1,1,1,1,1,6,3
35,70330,2,4,2,1,8944098,6,1,0,0,1,48,48,6000,0,2,1,0,2,1,9,2
56,70230,2,0,2,2,100008,6,1,4,2,4,24,24,5000,0,24,1,0,2,1,5,2
55,70330,4,0,3,1,9999999,4,1,2,1,1,48,48,24000,0,21,1,0,2,1,11,2
45,70330,2,2,4,1,6999900,4,1,4,3,1,48,48,15000,0,9,1,0,2,1,11,2
49,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,6000,0,2,1,0,2,1,6,2
29,70330,2,2,2,2,9999999,4,1,0,1,1,48,48,5000,0,6,1,0,2,1,10,2
51,70330,2,2,2,2,7129902,4,1,0,3,1,48,48,15000,0,6,1,0,2,1,6,2
55,70330,2,0,5,1,2319011,4,1,2,2,2,42,42,10000,0,21,1,0,2,1,11,2
47,70330,2,2,5,1,9999999,4,1,0,0,1,48,48,15000,0,5,1,0,2,1,6,2
55,70330,2,0,2,1,6999900,6,1,9,6,2,42,42,70000,1,24,1,1,2,1,5,2
27,70330,4,0,5,1,9999999,7,1,2,1,1,48,48,20000,0,7,1,0,2,1,9,2
27,70350,2,3,4,2,9999999,5,1,1,1,9,20,20,76000,1,1,1,1,1,1,1,2
35,70330,4,4,2,1,6999900,7,1,0,3,1,48,48,24000,1,4,1,0,2,1,6,2
48,70330,2,0,2,2,9999999,4,1,1,0,1,48,48,5000,0,2,1,0,2,1,10,2
56,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,15000,0,3,1,0,2,1,11,2
38,70350,2,6,2,2,4111936,6,1,2,1,1,48,48,20000,1,6,1,0,2,1,11,2
30,70330,4,0,5,2,2411015,7,1,0,0,1,48,48,21000,1,7,1,0,2,1,5,2
55,70330,2,0,2,2,2411015,4,1,2,3,1,48,48,20000,1,9,1,0,2,1,6,2
33,70330,2,2,2,1,2071017,6,1,0,2,1,48,48,24000,0,2,1,0,2,1,6,2
53,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,24000,1,2,1,0,2,1,6,2
59,70330,2,0,2,1,9999999,4,1,0,4,2,42,42,20000,0,13,1,0,2,1,5,2
49,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,8000,0,2,1,0,2,1,5,2
37,70330,4,2,2,1,6999900,4,1,1,1,1,48,48,8000,1,13,1,0,2,1,9,2
44,70340,2,2,2,1,6999900,4,1,1,1,2,42,42,7000,0,10,1,0,2,1,8,2
52,70330,2,1,2,1,6999900,4,1,5,4,2,42,42,10000,0,18,1,0,2,1,5,2
49,70335,2,2,2,2,149907,6,1,0,2,1,48,48,10000,0,2,1,0,2,1,11,2
48,70330,2,0,2,2,219908,4,1,6,0,8,21,21,50000,1,1,1,6,1,1,9,2
46,70330,2,6,2,1,6999900,4,1,2,0,1,48,48,15000,0,8,1,0,2,1,11,2
24,70330,4,4,2,1,2411015,4,1,0,0,1,48,48,6000,0,2,1,0,2,1,11,2
60,70330,2,0,2,2,3341039,6,1,1,0,1,48,48,5000,1,1,1,0,2,1,9,2
41,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,15000,0,4,1,0,2,1,5,2
34,70330,2,2,2,2,7129902,6,1,2,0,1,48,48,14000,0,4,1,0,2,1,6,2
51,70330,2,6,2,2,4111027,7,1,0,0,1,48,48,10000,0,4,1,0,2,1,6,2
59,70330,2,2,2,2,149907,7,1,6,0,5,36,36,60000,1,15,1,1,2,1,11,2
40,70334,2,6,2,1,2000008,6,1,0,7,1,48,48,10000,0,15,1,0,2,1,2,2
48,70330,2,4,2,1,232017,4,1,0,0,2,42,42,15000,0,16,1,0,2,1,11,2
60,70340,2,3,2,2,219908,6,1,9,0,8,21,21,40000,1,4,1,0,1,1,11,2
58,70230,2,4,2,2,100008,4,1,0,0,4,24,24,2000,0,14,1,0,2,1,5,2
25,70330,2,4,2,1,2319011,6,1,0,0,1,48,48,10000,0,1,1,0,2,1,5,2
39,70330,4,6,2,1,6999900,6,1,0,1,3,18,18,28000,0,9,5,1,2,1,5,2
42,70330,2,6,2,1,6999900,6,1,2,1,3,18,18,10000,0,17,5,1,2,1,5,2
31,70330,2,2,2,1,6999900,5,1,0,1,1,48,48,20000,1,3,1,0,2,1,6,2
35,70330,2,0,4,2,2411015,6,1,0,0,2,42,42,15000,0,14,1,0,2,1,7,2
28,70330,2,2,4,1,2411015,5,1,7,7,1,48,48,20000,0,6,1,0,2,1,6,2
46,70330,2,0,2,1,2319011,4,1,0,0,2,42,42,15000,0,15,1,0,2,1,5,2
55,70330,2,2,2,1,6999900,4,1,0,0,1,48,48,8000,0,1,1,0,2,1,11,2
49,70330,2,0,5,1,6999900,4,1,0,0,1,48,48,10000,0,14,1,0,2,1,11,2
60,70330,2,0,5,1,6999900,6,1,0,2,1,48,48,10000,1,2,1,0,2,1,5,2
47,70330,2,4,5,1,6999900,6,1,0,1,1,48,48,10000,0,6,1,0,2,1,5,2
34,70330,2,4,2,1,2411015,7,1,0,0,1,48,48,15000,0,2,1,0,2,1,5,2
31,70330,2,4,2,1,2411015,7,1,1,0,1,48,48,10000,0,2,1,0,2,1,5,2
58,70330,2,0,2,1,6999900,4,1,0,0,1,48,48,5000,0,3,1,0,2,1,10,2
51,70330,2,0,5,1,2319011,4,1,0,0,1,48,48,4000,0,1,1,0,2,1,8,2
46,70330,2,3,2,2,9999999,6,1,0,1,1,48,48,15000,0,10,1,0,2,1,7,2
39,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,6000,0,3,1,0,2,1,11,2
51,70330,2,1,2,1,2411015,4,1,0,1,1,48,48,20000,0,3,1,0,2,1,5,2
37,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,15000,0,5,1,0,2,1,5,2
28,70330,4,0,5,2,2411015,5,1,0,0,5,36,36,52000,1,2,1,1,2,1,11,2
35,70330,4,2,5,1,2319011,4,1,0,0,3,18,18,1500,0,2,5,1,2,1,2,2
24,70330,4,0,5,2,9999999,7,1,1,0,1,48,48,6000,0,3,1,0,2,1,5,2
48,70330,2,0,2,2,2411015,4,1,0,0,1,48,48,10000,0,1,1,0,2,1,5,2
31,70330,4,2,2,1,9999999,6,1,1,0,2,42,42,5000,0,12,1,0,2,1,10,2
34,70330,2,6,2,1,2411015,6,1,0,0,2,42,42,30000,0,10,1,0,2,1,11,2
59,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,7000,0,27,1,0,2,1,5,2
29,70340,2,4,2,1,9999999,6,1,2,2,2,42,42,20000,0,6,1,0,2,1,5,2
52,70330,2,2,2,1,9999999,4,1,6,5,1,48,48,12000,1,7,1,0,2,1,11,2
50,70340,2,1,3,1,8949888,4,1,2,0,2,42,42,15000,0,21,1,0,2,1,5,2
49,70340,2,0,2,1,7100001,4,1,1,0,2,42,42,15000,0,12,1,0,2,1,5,2
59,70340,2,0,2,1,6999900,4,1,1,0,2,42,42,17000,0,14,1,0,2,1,5,2
40,70334,2,6,2,1,2000008,6,1,0,7,1,48,48,20000,0,15,1,0,2,1,5,2
32,70341,4,0,5,1,6999900,7,1,0,0,1,48,48,5000,0,3,1,0,2,1,5,2
56,70230,2,0,2,2,100008,6,1,4,2,4,24,24,5000,0,24,1,0,2,1,5,2
25,70330,4,3,2,2,9311044,5,1,0,0,1,48,48,22000,1,4,1,0,2,1,11,2
53,70330,2,0,2,1,6999900,4,1,0,3,2,42,42,5000,0,18,1,0,2,1,10,2
59,70330,2,0,3,1,6132055,4,1,0,1,1,48,48,5000,0,8,1,0,2,1,10,2
24,70330,1,0,4,1,2411015,6,1,0,0,1,48,48,22000,1,3,1,0,2,1,11,2
42,70330,2,6,2,1,6999900,6,1,2,1,2,42,42,12000,0,17,1,0,2,1,6,2
33,70343,2,8,2,2,100008,6,1,9,2,1,48,48,5000,1,1,1,0,2,1,10,2
53,70330,2,2,2,2,4111936,4,1,0,0,1,48,48,3000,0,6,1,0,2,1,5,2
27,70330,2,2,2,1,9999999,5,1,0,1,1,48,48,13000,1,2,1,0,2,1,6,2
40,70330,2,6,2,1,6131023,7,1,0,3,2,42,42,15000,0,17,1,0,2,1,5,2
52,70330,2,0,2,1,2411015,4,1,0,0,2,42,42,6000,0,21,1,0,2,1,7,2
43,70334,2,2,2,2,6513015,7,1,0,0,1,48,48,13000,0,7,1,0,2,1,6,2
22,70330,4,2,2,1,6200000,5,1,1,3,1,48,48,20000,0,3,1,0,2,1,6,2
39,70330,2,4,2,1,2000008,4,1,0,2,1,48,48,10000,1,12,1,0,2,1,6,2
30,70330,4,0,5,1,9311044,5,1,1,0,4,24,24,6000,0,6,1,0,2,1,8,2
59,70330,2,0,2,1,9999999,4,1,0,4,2,42,42,20000,0,13,1,0,2,1,6,2
40,70334,2,6,2,1,2000008,6,1,0,7,1,48,48,20000,0,15,1,0,2,1,2,2
43,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,10000,0,3,1,0,2,1,6,2
55,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,20000,1,6,1,0,2,1,5,2
46,70330,2,2,2,1,2319011,4,1,0,0,2,42,42,13000,0,19,1,0,2,1,8,2
46,70330,2,4,4,2,7500003,7,1,0,0,1,48,48,20000,0,4,1,0,2,1,11,2
27,70330,4,4,2,1,2319011,6,1,2,2,12,48,48,15000,1,0,1,0,1,1,5,3
42,70330,2,2,2,1,9999999,7,1,1,1,1,48,48,6000,1,3,1,0,2,1,10,2
59,70350,2,0,5,1,6999900,4,1,0,2,1,48,48,30000,0,6,1,0,2,1,7,2
49,70330,2,0,2,1,6999900,4,1,0,0,4,24,24,6000,0,8,1,0,2,1,10,2
27,70330,2,6,2,1,9999999,4,1,0,0,12,48,48,4000,0,4,1,0,1,1,10,2
39,70330,4,6,2,1,6999900,6,1,0,1,1,48,48,15000,0,9,1,0,2,1,6,3
30,70340,4,0,4,1,9999999,4,1,0,0,1,48,48,10000,0,2,1,0,2,1,10,2
48,70330,2,0,2,2,9999999,4,1,1,0,1,48,48,10000,0,2,1,0,2,1,6,3
35,70330,4,0,5,1,8932015,5,1,9,1,10,30,30,60000,1,1,1,1,2,1,6,2
58,70230,2,4,2,2,100008,4,1,0,0,4,24,24,4000,0,14,1,0,2,1,6,2
57,70330,2,0,2,1,9999999,4,1,0,0,13,42,42,5000,0,13,1,0,1,1,5,2
47,70330,2,0,5,1,9999999,4,1,2,0,2,42,42,10000,1,22,1,0,2,1,6,2
52,70341,2,1,2,2,9506009,7,1,1,0,1,48,48,20000,0,2,1,0,2,1,11,2
53,70334,2,0,2,1,9999999,4,1,2,2,1,48,48,10000,1,12,1,0,2,1,6,2
53,70341,2,2,2,1,9999999,6,1,3,3,5,36,36,51000,2,1,1,1,1,1,2,3
40,70330,2,0,2,1,9999999,4,1,1,1,12,48,48,12000,1,0,1,0,1,1,6,3
22,70330,4,2,2,1,9999999,7,1,0,0,12,48,48,2000,0,2,1,0,1,1,6,2
58,70330,2,0,5,1,2319011,4,1,1,0,2,42,42,5000,0,9,1,0,2,1,10,2
56,70330,2,2,2,2,9999999,6,1,1,1,2,42,42,20000,0,7,1,0,2,1,6,3
58,70330,2,0,2,1,6999900,4,1,0,0,1,48,48,10000,0,3,1,0,2,1,5,2
59,70330,2,0,2,1,2000008,4,1,0,1,1,48,48,10000,0,8,1,0,2,1,11,2
52,70330,2,2,2,1,2411015,4,1,0,1,1,48,48,10000,0,8,1,0,2,1,6,2
47,70330,2,3,2,1,2411015,4,1,0,1,1,48,48,20000,0,2,1,0,2,1,6,2
51,70330,2,0,2,1,9999999,4,1,3,2,2,42,42,20000,0,7,1,0,2,1,6,2
38,70330,2,4,2,1,2411015,7,1,0,3,1,48,48,10000,0,12,1,0,2,1,10,2
38,70343,2,0,5,1,6999900,6,1,1,0,1,48,48,5000,0,3,1,0,2,1,9,2
49,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,24000,1,2,1,0,2,1,6,3
39,70330,4,2,5,1,2411015,6,1,0,1,12,48,48,20000,0,9,1,0,1,1,11,2
58,70330,2,0,4,1,6999900,4,1,1,3,13,42,42,10000,0,13,1,0,1,1,6,2
27,70330,2,6,2,1,9999999,7,1,0,1,1,48,48,20000,1,1,1,0,2,1,6,3
59,70330,4,2,2,1,9999999,4,1,0,0,2,42,42,20000,0,14,1,0,2,1,6,3
39,70330,4,6,2,1,6999900,6,1,0,1,3,18,18,15000,0,9,1,1,2,1,4,2
37,70330,2,6,2,2,9999999,4,1,0,0,1,48,48,15000,1,0,1,0,2,1,6,3
52,70340,2,2,2,1,9999999,4,1,1,1,1,48,48,14000,1,2,1,0,2,1,8,3
50,70330,4,1,5,1,9999999,4,1,9,1,13,42,42,20000,1,24,1,0,1,1,4,3
21,70330,4,2,2,1,9999999,7,1,1,0,1,48,48,24000,1,0,1,0,2,1,6,3
40,70334,2,6,2,1,2000008,6,1,0,7,12,48,48,20000,0,15,1,0,1,1,2,2
47,70340,2,4,2,1,9999999,4,1,0,3,12,48,48,15000,1,5,1,0,1,1,6,3
26,70330,4,0,5,2,9999999,7,1,1,0,1,48,48,20000,0,2,1,0,2,1,6,3
44,70330,2,2,2,1,2319011,4,1,0,1,13,42,42,2000,0,18,1,0,1,1,5,2
44,70330,2,0,2,1,2023018,7,1,0,0,1,48,48,10000,0,1,1,0,2,1,6,2
43,70330,2,1,1,2,9999999,6,1,2,1,1,48,48,10000,1,0,1,0,2,1,6,3
45,70330,2,2,2,1,9999999,4,1,0,1,2,42,42,20000,0,12,1,0,2,1,6,2
59,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,7000,0,27,1,0,2,1,5,2
54,70343,2,0,2,1,9999999,4,1,0,0,2,42,42,16000,0,11,1,0,2,1,6,3
54,70330,2,0,2,1,2000008,4,1,0,0,13,42,42,8000,0,20,1,0,1,1,10,2
55,70330,2,0,5,1,2319011,4,1,2,2,13,42,42,5000,0,21,1,0,1,1,6,2
56,70230,2,0,2,2,100008,6,1,4,2,4,24,24,5000,0,24,1,0,2,1,6,2
34,70330,2,6,2,1,6999900,6,1,1,2,1,48,48,10000,0,6,1,0,2,1,6,2
35,70330,2,0,4,2,2411015,6,1,0,0,13,42,42,17000,0,14,1,0,1,1,7,2
47,70330,2,2,2,1,9999999,4,1,0,0,13,42,42,10000,0,13,1,0,1,1,6,2
46,70330,2,6,2,1,9999999,4,1,1,0,12,48,48,15000,1,0,1,0,1,1,6,3
24,70330,4,0,5,2,9999999,7,1,1,0,12,48,48,24000,1,3,1,0,1,1,6,3
23,70330,2,0,4,1,9999999,7,1,0,0,1,48,48,20000,1,1,1,0,2,1,6,3
39,70330,4,0,5,1,9999999,5,1,1,0,2,42,42,40000,0,9,1,0,2,1,11,3
41,70330,4,4,4,1,9999999,2,1,2,0,1,48,48,20000,0,2,1,0,2,1,6,3
53,70330,2,0,2,1,6999900,4,1,0,3,2,42,42,5000,0,18,1,0,2,1,6,2
59,70330,2,0,2,1,9999999,4,1,0,0,2,42,42,15000,0,15,1,0,2,1,6,3
48,70330,2,0,3,1,9999999,4,1,0,0,12,48,48,10000,0,4,1,0,1,1,11,2
25,70330,2,2,4,1,9999999,6,1,1,0,12,48,48,15000,0,1,1,0,1,1,5,2
24,70330,4,4,2,1,2411015,4,1,0,0,12,48,48,6000,0,2,1,0,1,1,11,2
35,70330,2,6,2,1,2411015,7,1,0,1,13,42,42,11000,0,15,1,0,1,1,11,2
50,70330,2,0,2,1,9999999,4,1,2,1,12,48,48,10000,0,1,1,0,1,1,6,2
39,70330,2,0,2,1,2411015,4,1,9,0,1,48,48,15000,0,4,1,0,2,1,6,2
54,70330,2,0,5,1,6999900,4,1,0,0,1,48,48,5000,0,14,1,0,2,1,10,2
46,70330,2,3,2,2,9999999,6,1,0,1,1,48,48,10000,0,10,1,0,2,1,7,2
31,70330,4,2,2,1,9999999,6,1,1,0,13,42,42,20000,0,12,1,0,1,1,6,3
30,70330,4,2,2,1,9999999,7,1,1,0,1,48,48,20000,1,1,1,0,2,1,6,2
42,70343,2,2,2,1,9999999,6,1,1,0,1,48,48,20000,0,12,1,0,2,1,6,2
51,70330,2,0,2,1,2319011,4,1,0,0,13,42,42,13000,0,23,1,0,1,1,6,2
49,70330,2,0,2,1,9999999,4,1,1,1,12,48,48,15000,0,4,1,0,1,1,6,3
58,70330,2,0,2,2,9999999,6,1,0,0,1,48,48,20000,0,2,1,0,2,1,6,2
43,70341,2,2,2,1,9999999,6,1,1,1,1,48,48,15000,0,9,1,0,2,1,5,3
57,70330,2,0,2,1,9999999,4,1,2,1,12,48,48,6000,0,3,1,0,1,1,10,2
24,70330,4,2,2,1,9999999,6,1,1,0,12,48,48,20000,1,0,1,0,1,1,6,3
27,70340,4,0,5,1,9999999,7,1,9,1,1,48,48,20000,0,2,1,0,2,1,6,2
40,70330,2,6,2,1,6131023,7,1,0,3,13,42,42,20000,1,17,1,0,1,1,5,2
54,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,15000,1,0,1,0,2,1,6,3
47,70330,2,2,5,1,9999999,4,1,0,0,1,48,48,20000,0,5,1,0,2,1,6,3
30,70330,4,0,5,1,9311044,5,1,1,0,4,24,24,15000,0,6,1,0,2,1,2,3
60,70330,2,0,2,1,2000008,4,1,0,0,12,48,48,5000,0,17,1,0,1,1,6,2
40,70334,2,6,2,1,2000008,6,1,0,7,12,48,48,30000,0,15,1,0,1,1,5,2
51,70330,2,0,5,1,2319011,4,1,0,0,12,48,48,7000,0,1,1,0,1,1,11,3
39,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,8000,0,3,1,0,2,1,10,2
52,70330,2,1,2,1,6999900,4,1,5,4,13,42,42,15000,0,18,1,0,1,1,5,2
20,70330,4,2,5,1,2319011,7,1,0,0,12,48,48,5000,1,1,1,0,1,1,9,2
49,70330,2,0,2,1,6999900,4,1,1,4,1,48,48,10000,1,15,1,0,2,1,11,2
43,70330,2,4,2,1,6999900,4,1,1,0,1,48,48,15000,0,4,1,0,2,1,6,3
50,70330,2,1,2,2,100008,6,1,2,1,1,48,48,5000,0,4,1,0,2,1,10,2
57,70330,2,0,2,1,9506009,5,1,3,2,1,48,48,10000,0,4,1,0,2,1,6,2
47,70330,2,0,2,1,6999900,4,1,1,0,1,48,48,10000,0,10,1,0,2,1,6,3
59,70330,2,2,2,1,6999900,4,1,0,0,2,42,42,15000,0,10,1,0,2,1,6,3
55,70330,2,0,2,1,2319011,4,1,0,0,12,48,48,8000,0,17,1,0,1,1,5,3
38,70330,2,4,5,1,6999900,7,1,0,2,13,42,42,30000,1,6,1,0,1,1,6,2
33,70330,4,0,5,1,6999900,7,1,0,3,12,48,48,20000,0,2,1,0,1,1,11,2
55,70330,2,0,2,1,2319011,4,1,0,0,13,42,42,15000,0,15,1,0,1,1,11,2
34,70330,2,2,5,1,6211023,7,1,5,4,13,42,42,16000,0,16,1,0,1,1,8,2
45,70330,2,0,5,2,9471012,5,1,2,0,2,42,42,8000,0,9,1,0,2,1,11,3
48,70343,2,0,2,1,6999900,4,1,1,0,2,42,42,16000,0,11,1,0,2,1,6,3
58,70330,2,0,2,1,6131023,4,1,0,3,1,48,48,5000,0,2,1,0,2,1,9,2
54,70330,2,0,5,1,6999900,4,1,0,0,2,42,42,20000,1,14,1,0,2,1,6,3
31,70330,2,4,2,1,2411015,7,1,1,0,12,48,48,11000,0,2,1,0,1,1,6,2
31,70330,4,0,5,1,2411015,7,1,0,0,12,48,48,3000,0,3,1,0,1,1,8,2
49,70330,2,4,2,1,6999900,4,1,2,2,12,48,48,10000,0,4,1,0,1,1,6,3
31,70330,4,2,2,1,6112015,7,1,0,0,1,48,48,15000,0,4,1,0,2,1,6,3
52,70330,2,0,2,1,2411015,4,1,0,0,13,42,42,14000,0,21,1,0,1,1,7,2
25,70330,4,3,2,2,9311044,5,1,0,0,4,24,24,3000,0,4,1,0,2,1,5,2
28,70330,4,0,5,2,2411015,5,1,0,0,13,42,42,20000,0,2,1,0,1,1,6,2
26,70330,4,2,4,2,2319011,5,1,0,2,12,48,48,16000,1,0,1,0,1,1,6,3
42,70330,2,6,2,1,6999900,6,1,2,1,3,18,18,15000,0,17,5,1,2,1,5,2
47,70343,2,4,2,2,6999900,4,1,1,0,1,48,48,8000,1,7,1,0,2,1,2,2
49,70330,2,0,5,1,6999900,4,1,0,0,1,48,48,15000,0,14,1,0,2,1,6,2
40,70330,2,2,2,1,2411015,6,1,0,1,12,48,48,15000,0,15,1,0,1,1,6,3
47,70330,2,2,2,1,2411015,6,1,0,1,12,48,48,5000,0,1,1,0,1,1,10,3
53,70330,2,0,2,2,4111936,6,1,0,1,1,48,48,15000,0,0,1,0,2,1,6,3
39,70330,4,6,2,1,6999900,6,1,0,1,3,18,18,7000,0,9,5,1,2,1,5,2
55,70330,2,2,2,1,6999900,4,1,0,0,1,48,48,8000,0,1,1,0,2,1,11,3
